student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,avg_marks,performance_level
3846,16,female,private,diploma,4.6,88.9,yes,15-30 min,no,textbook,67.6,70.0,68.3,67.2,D,68.63333333333333,Good
3847,18,female,public,diploma,3.0,53.2,yes,<15 min,yes,coaching,33.2,15.6,46.5,40.2,E,31.76666666666667,Poor
3848,16,male,private,post graduate,5.4,86.7,no,15-30 min,no,coaching,83.4,87.2,90.0,87.3,B,86.86666666666667,Excellent
3849,18,male,private,high school,1.6,69.3,yes,>60 min,yes,online videos,52.4,54.2,32.9,46.3,E,46.5,Average
3850,15,female,private,high school,2.1,65.1,yes,<15 min,no,notes,49.6,46.4,37.2,37.8,F,44.4,Average
3851,18,other,private,phd,8.0,76.1,yes,<15 min,no,mixed,90.2,91.7,96.1,87.1,B,92.66666666666667,Excellent
3852,14,other,private,graduate,3.6,95.4,yes,<15 min,yes,online videos,56.0,77.3,74.0,72.1,C,69.10000000000001,Good
3853,14,female,private,graduate,1.6,62.8,yes,15-30 min,no,mixed,28.2,39.1,18.0,34.0,F,28.433333333333334,Poor
3854,16,male,private,high school,2.1,100.0,yes,>60 min,yes,notes,40.4,60.3,44.1,46.9,E,48.26666666666666,Average
3855,16,male,private,graduate,5.9,79.4,yes,15-30 min,yes,coaching,69.5,84.3,74.3,81.8,C,76.03333333333335,Good
3856,18,female,public,diploma,1.4,62.6,no,>60 min,yes,coaching,21.9,34.9,36.2,36.5,F,31.0,Poor
3857,16,male,private,graduate,3.2,84.6,no,30-60 min,no,group study,55.8,46.1,56.1,53.6,E,52.666666666666664,Average
3858,14,other,public,phd,3.0,86.8,yes,<15 min,yes,mixed,60.9,64.5,65.0,67.1,D,63.46666666666667,Good
3859,15,female,public,high school,2.2,76.6,yes,15-30 min,yes,notes,60.1,59.2,48.6,53.2,E,55.96666666666667,Average
3860,16,other,public,post graduate,4.1,56.5,yes,15-30 min,yes,mixed,60.9,57.5,63.3,49.7,E,60.56666666666666,Good
3861,17,male,private,graduate,1.3,90.8,yes,15-30 min,yes,group study,34.8,51.8,51.2,56.6,D,45.93333333333334,Average
3862,17,female,private,diploma,3.9,90.5,yes,15-30 min,no,mixed,83.2,59.4,64.1,64.2,D,68.89999999999999,Good
3863,15,other,private,phd,0.7,88.3,yes,30-60 min,yes,group study,41.8,41.2,18.0,36.0,F,33.666666666666664,Poor
3864,17,male,public,no formal,7.8,87.8,yes,15-30 min,yes,online videos,95.2,100.0,99.4,89.5,B,98.2,Excellent
3865,17,other,public,post graduate,5.0,69.1,yes,>60 min,yes,textbook,76.5,93.0,67.0,70.7,C,78.83333333333333,Good
3866,18,female,public,diploma,1.1,74.6,yes,>60 min,yes,textbook,39.0,46.1,32.4,40.6,E,39.166666666666664,Poor
3867,17,female,public,post graduate,1.9,83.1,yes,<15 min,no,mixed,34.1,41.9,33.4,47.3,E,36.46666666666667,Poor
3868,18,female,private,no formal,6.0,58.3,no,>60 min,yes,online videos,68.8,60.8,68.4,70.2,C,66.0,Good
3869,15,other,public,post graduate,6.0,80.2,yes,30-60 min,yes,online videos,52.1,97.1,94.3,80.6,C,81.16666666666667,Excellent
3870,18,other,private,no formal,3.2,55.5,no,15-30 min,yes,online videos,56.6,43.1,46.8,39.4,F,48.833333333333336,Average
3871,14,male,private,diploma,1.6,92.4,yes,30-60 min,yes,textbook,41.9,46.1,47.0,49.1,E,45.0,Average
3872,14,female,private,phd,4.5,56.0,yes,>60 min,yes,notes,69.0,61.3,60.5,66.7,D,63.6,Good
3873,19,other,private,graduate,2.6,88.6,yes,<15 min,yes,textbook,49.2,78.1,76.9,63.0,D,68.06666666666666,Good
3874,16,male,private,diploma,1.2,61.1,yes,<15 min,yes,textbook,49.1,34.3,28.4,37.0,F,37.26666666666667,Poor
3875,17,female,public,high school,3.1,96.4,no,<15 min,no,online videos,72.1,84.1,73.5,71.8,C,76.56666666666666,Good
3876,17,other,private,no formal,6.1,82.9,yes,>60 min,yes,coaching,100.0,99.3,90.1,91.5,B,96.46666666666665,Excellent
3877,18,male,private,no formal,3.2,71.6,yes,>60 min,yes,notes,69.7,55.7,74.1,58.4,D,66.5,Good
3878,15,female,private,post graduate,0.8,52.2,yes,<15 min,no,online videos,2.6,37.1,18.1,19.5,F,19.26666666666667,Poor
3879,15,female,private,high school,1.4,80.4,yes,>60 min,no,group study,32.0,34.4,58.1,34.4,F,41.5,Average
3880,14,male,public,no formal,5.0,68.9,yes,15-30 min,yes,mixed,69.2,68.9,76.2,73.4,C,71.43333333333334,Good
3881,19,male,public,diploma,4.4,89.9,yes,<15 min,no,coaching,63.1,87.0,59.9,72.7,C,70.0,Good
3882,15,female,private,diploma,5.6,89.6,yes,30-60 min,yes,online videos,90.3,90.5,92.5,82.3,C,91.10000000000001,Excellent
3883,17,male,public,phd,4.8,84.4,yes,30-60 min,yes,group study,72.7,68.9,88.1,73.1,C,76.56666666666668,Good
3884,16,other,private,high school,4.2,63.4,yes,<15 min,yes,textbook,52.1,58.4,52.0,49.8,E,54.166666666666664,Average
3885,14,female,private,high school,4.1,58.6,yes,15-30 min,yes,coaching,46.0,59.2,56.7,48.0,E,53.96666666666667,Average
3886,16,other,public,no formal,7.7,74.9,yes,<15 min,yes,notes,87.5,92.9,100.0,86.1,B,93.46666666666665,Excellent
3887,14,female,public,high school,7.0,72.6,yes,<15 min,no,mixed,82.6,82.1,93.9,87.2,B,86.2,Excellent
3888,15,male,private,graduate,3.4,83.6,yes,15-30 min,yes,textbook,73.1,65.1,46.3,61.8,D,61.5,Good
3889,14,female,private,high school,5.4,76.6,yes,>60 min,yes,online videos,67.3,53.5,54.4,64.0,D,58.4,Average
3890,18,other,private,post graduate,0.7,74.7,yes,15-30 min,yes,group study,18.3,29.9,33.4,33.4,F,27.2,Poor
3891,17,female,public,post graduate,0.7,74.0,yes,30-60 min,no,textbook,30.6,25.0,25.8,28.1,F,27.133333333333336,Poor
3892,19,male,private,diploma,2.9,75.2,yes,<15 min,no,coaching,48.7,58.7,42.3,50.4,E,49.9,Average
3893,16,male,private,high school,6.2,93.6,yes,30-60 min,no,mixed,91.8,96.4,99.4,86.9,B,95.86666666666667,Excellent
3894,15,female,private,post graduate,7.4,58.5,no,15-30 min,no,notes,81.0,68.1,78.3,81.6,C,75.8,Good
3895,17,other,public,phd,5.6,50.9,yes,15-30 min,yes,textbook,73.5,75.8,92.5,71.3,C,80.60000000000001,Excellent
3896,19,female,public,phd,5.8,61.1,yes,<15 min,yes,notes,68.1,62.1,59.7,62.5,D,63.29999999999999,Good
3897,17,male,public,phd,0.7,65.5,yes,30-60 min,yes,group study,38.5,30.0,33.2,26.1,F,33.9,Poor
3898,14,male,public,post graduate,7.5,80.6,no,<15 min,no,coaching,92.7,100.0,100.0,92.2,B,97.56666666666666,Excellent
3899,15,female,public,post graduate,1.2,92.1,yes,15-30 min,yes,notes,53.6,47.4,59.4,51.4,E,53.46666666666667,Average
3900,19,female,public,phd,7.6,85.7,yes,15-30 min,yes,online videos,100.0,97.4,100.0,100.0,A,99.13333333333333,Excellent
3901,17,male,public,diploma,1.6,99.9,no,15-30 min,yes,notes,58.4,59.8,62.7,52.5,E,60.29999999999999,Good
3902,19,other,private,phd,0.8,50.0,yes,<15 min,yes,group study,0.0,35.8,46.1,34.8,F,27.3,Poor
3903,17,male,public,no formal,4.7,59.5,yes,<15 min,no,textbook,52.3,48.2,67.7,63.3,D,56.06666666666666,Average
3904,14,male,private,post graduate,1.4,54.4,yes,30-60 min,no,notes,39.2,57.2,44.9,39.7,F,47.1,Average
3905,19,female,private,diploma,0.7,83.2,yes,>60 min,yes,mixed,43.1,38.9,47.0,36.1,F,43.0,Average
3906,18,other,private,high school,5.5,71.3,yes,<15 min,no,online videos,81.9,78.5,67.3,68.6,D,75.89999999999999,Good
3907,18,female,private,post graduate,6.0,65.6,yes,<15 min,no,notes,62.5,75.2,71.2,79.3,C,69.63333333333333,Good
3908,19,other,private,high school,2.7,65.6,yes,<15 min,yes,coaching,41.2,35.2,68.4,48.8,E,48.26666666666667,Average
3909,15,male,public,phd,4.5,94.6,yes,15-30 min,yes,notes,78.0,74.4,75.2,75.1,C,75.86666666666667,Good
3910,19,female,private,post graduate,4.9,53.8,yes,15-30 min,yes,textbook,62.8,69.0,57.7,66.4,D,63.166666666666664,Good
3911,15,male,private,no formal,1.7,65.7,yes,15-30 min,yes,group study,43.3,55.3,48.3,43.2,E,48.96666666666666,Average
3912,19,male,public,phd,3.8,75.0,yes,<15 min,no,notes,52.6,50.9,38.5,55.1,D,47.333333333333336,Average
3913,15,female,public,no formal,5.3,70.6,yes,>60 min,yes,online videos,67.2,73.7,69.4,63.4,D,70.10000000000001,Good
3914,17,male,public,post graduate,7.1,84.4,no,<15 min,yes,online videos,97.4,67.9,78.6,80.9,C,81.3,Excellent
3915,18,male,private,post graduate,3.6,80.4,yes,15-30 min,no,online videos,62.8,62.3,46.1,65.5,D,57.06666666666666,Average
3916,14,male,public,graduate,5.7,90.0,no,>60 min,no,online videos,78.9,85.4,83.5,82.7,C,82.60000000000001,Excellent
3917,14,other,public,graduate,4.3,92.2,yes,30-60 min,no,notes,71.7,57.9,59.2,68.5,D,62.93333333333334,Good
3918,19,female,private,post graduate,5.8,70.0,no,<15 min,yes,notes,67.7,82.8,69.0,66.8,D,73.16666666666667,Good
3919,14,female,public,phd,6.4,93.3,no,<15 min,no,mixed,100.0,80.4,79.3,82.4,C,86.56666666666666,Excellent
3920,17,other,public,post graduate,4.5,81.6,yes,30-60 min,no,online videos,68.4,64.5,62.5,71.5,C,65.13333333333334,Good
3921,19,female,public,high school,1.0,93.0,yes,<15 min,yes,mixed,44.3,28.3,43.1,38.2,F,38.56666666666666,Poor
3922,17,other,private,graduate,7.1,73.3,yes,15-30 min,no,notes,81.0,75.3,72.3,87.1,B,76.2,Good
3923,16,female,private,high school,5.0,51.3,no,>60 min,no,coaching,55.6,66.7,50.7,59.2,D,57.666666666666664,Average
3924,16,male,private,no formal,5.0,82.9,yes,15-30 min,no,coaching,67.0,69.2,77.6,76.8,C,71.26666666666667,Good
3925,17,male,private,no formal,4.3,98.3,no,15-30 min,yes,textbook,83.0,84.1,79.8,80.2,C,82.3,Excellent
3926,17,male,public,diploma,1.8,96.5,yes,<15 min,yes,group study,48.2,57.3,56.2,61.2,D,53.9,Average
3927,17,male,public,phd,4.1,57.6,yes,15-30 min,yes,group study,65.1,74.3,56.0,64.8,D,65.13333333333333,Good
3928,14,male,private,no formal,4.5,74.5,yes,<15 min,yes,group study,76.5,69.0,56.0,65.0,D,67.16666666666667,Good
3929,17,female,private,no formal,3.4,93.6,no,<15 min,no,coaching,75.1,76.0,74.7,68.6,D,75.26666666666667,Good
3930,18,other,private,no formal,1.6,70.8,yes,30-60 min,yes,notes,42.7,69.6,45.5,44.0,E,52.6,Average
3931,18,male,public,high school,6.2,75.9,yes,<15 min,no,group study,100.0,76.3,90.0,80.4,C,88.76666666666667,Excellent
3932,14,male,private,graduate,3.9,99.9,yes,30-60 min,yes,coaching,65.3,74.7,58.7,72.9,C,66.23333333333333,Good
3933,18,other,public,post graduate,5.8,74.1,yes,<15 min,no,notes,97.3,83.5,87.6,81.4,C,89.46666666666665,Excellent
3934,18,male,public,no formal,0.9,59.5,no,15-30 min,no,mixed,31.3,42.5,37.9,38.1,F,37.23333333333333,Poor
3935,15,other,private,post graduate,4.3,51.9,yes,<15 min,yes,coaching,54.8,45.8,46.6,49.7,E,49.06666666666666,Average
3936,19,female,public,phd,1.1,73.1,yes,<15 min,no,group study,21.9,36.7,30.9,29.6,F,29.833333333333332,Poor
3937,17,other,private,no formal,6.0,75.7,no,15-30 min,no,group study,75.8,94.2,74.8,72.6,C,81.60000000000001,Excellent
3938,16,female,public,diploma,4.9,96.0,yes,15-30 min,no,textbook,96.2,83.1,83.8,83.5,C,87.7,Excellent
3939,18,female,public,post graduate,3.9,89.6,yes,>60 min,no,online videos,63.5,68.6,56.4,68.3,D,62.833333333333336,Good
3940,17,male,private,post graduate,7.8,53.1,yes,<15 min,no,mixed,100.0,77.2,79.7,86.5,B,85.63333333333333,Excellent
3941,17,female,private,high school,2.9,90.8,yes,15-30 min,yes,group study,63.3,48.7,67.6,64.6,D,59.86666666666667,Average
3942,15,other,private,no formal,3.7,53.5,no,30-60 min,no,mixed,38.2,35.6,45.9,45.1,E,39.900000000000006,Poor
3943,19,other,public,diploma,6.0,50.7,no,>60 min,no,textbook,86.8,59.1,63.8,71.9,C,69.89999999999999,Good
3944,19,male,private,phd,4.4,77.3,yes,>60 min,no,notes,52.4,47.7,68.2,59.4,D,56.1,Average
3945,14,male,public,phd,5.4,76.5,yes,30-60 min,yes,online videos,55.8,68.6,75.2,74.9,C,66.53333333333333,Good
3946,18,male,private,diploma,7.8,65.8,yes,30-60 min,no,textbook,64.1,71.6,85.1,81.3,C,73.6,Good
3947,14,other,public,graduate,5.7,73.0,yes,>60 min,no,group study,75.7,61.1,84.0,69.7,D,73.60000000000001,Good
3948,16,male,public,graduate,1.6,96.0,yes,<15 min,yes,textbook,44.0,43.3,56.3,53.1,E,47.86666666666667,Average
3949,19,other,public,diploma,2.1,83.8,yes,>60 min,yes,textbook,56.4,49.5,55.2,59.3,D,53.70000000000001,Average
3950,15,female,private,graduate,7.0,67.1,yes,15-30 min,yes,online videos,77.0,100.0,62.8,80.5,C,79.93333333333334,Good
3951,16,male,private,high school,0.9,96.7,yes,30-60 min,yes,coaching,61.2,40.5,36.7,48.6,E,46.13333333333333,Average
3952,15,other,public,graduate,4.3,58.1,yes,15-30 min,no,coaching,70.9,59.1,51.2,64.6,D,60.4,Good
3953,18,other,private,graduate,7.3,58.8,yes,15-30 min,yes,mixed,84.1,81.9,62.2,77.9,C,76.06666666666666,Good
3954,16,female,public,graduate,6.3,61.7,yes,>60 min,no,notes,87.3,69.5,81.6,82.4,C,79.46666666666667,Good
3955,17,other,public,phd,1.4,61.6,no,>60 min,yes,notes,36.1,23.3,16.4,39.5,F,25.26666666666667,Poor
3956,19,other,private,post graduate,6.1,53.5,yes,<15 min,yes,mixed,55.6,53.4,62.9,64.7,D,57.300000000000004,Average
3957,17,female,public,post graduate,3.4,65.5,yes,15-30 min,yes,mixed,41.0,51.3,52.3,52.8,E,48.199999999999996,Average
3958,18,male,private,post graduate,7.3,77.4,yes,<15 min,no,group study,99.3,96.5,97.7,95.4,A,97.83333333333333,Excellent
3959,14,other,private,graduate,4.8,61.1,yes,<15 min,no,mixed,58.0,68.6,67.5,62.3,D,64.7,Good
3960,15,other,private,high school,4.6,55.3,yes,30-60 min,yes,notes,71.6,67.3,66.3,63.0,D,68.39999999999999,Good
3961,19,other,private,graduate,0.6,82.5,yes,<15 min,yes,mixed,31.0,49.6,39.1,33.1,F,39.9,Poor
3962,19,other,private,phd,2.4,71.0,yes,30-60 min,yes,textbook,48.2,43.2,34.1,42.6,E,41.833333333333336,Average
3963,17,female,public,phd,3.6,82.7,no,30-60 min,yes,mixed,84.2,68.0,61.8,67.7,D,71.33333333333333,Good
3964,16,female,public,diploma,5.9,62.4,yes,>60 min,yes,mixed,91.9,61.9,100.0,71.0,C,84.60000000000001,Excellent
3965,15,other,public,diploma,4.4,87.8,yes,30-60 min,no,notes,72.5,73.9,83.0,74.0,C,76.46666666666667,Good
3966,19,other,public,high school,6.9,98.6,yes,30-60 min,no,textbook,100.0,92.4,100.0,100.0,A,97.46666666666665,Excellent
3967,18,male,private,no formal,0.8,63.1,yes,<15 min,no,online videos,24.6,29.4,25.7,41.5,E,26.566666666666666,Poor
3968,15,female,public,high school,2.9,82.0,yes,<15 min,no,mixed,45.0,73.8,67.5,55.6,D,62.1,Good
3969,17,female,public,no formal,5.0,88.3,yes,>60 min,yes,mixed,77.6,64.0,57.6,76.6,C,66.39999999999999,Good
3970,17,other,private,diploma,5.4,77.2,yes,30-60 min,no,textbook,77.9,88.6,52.9,70.3,C,73.13333333333334,Good
3971,16,other,private,no formal,4.3,64.6,yes,>60 min,no,group study,56.3,73.7,70.3,62.1,D,66.76666666666667,Good
3972,19,male,public,high school,3.5,60.7,no,<15 min,no,textbook,50.4,58.1,74.6,59.0,D,61.03333333333333,Good
3973,14,other,public,post graduate,1.0,82.3,no,30-60 min,yes,textbook,26.2,20.5,21.8,34.1,F,22.833333333333332,Poor
3974,15,female,public,phd,5.7,74.0,yes,>60 min,no,group study,74.5,64.9,54.7,66.6,D,64.7,Good
3975,14,male,private,phd,7.3,91.9,no,15-30 min,no,coaching,94.8,83.8,88.2,93.7,B,88.93333333333334,Excellent
3976,18,female,public,graduate,6.6,54.5,yes,15-30 min,no,notes,77.9,90.8,49.5,74.6,C,72.73333333333333,Good
3977,17,male,private,graduate,5.8,51.6,yes,>60 min,yes,notes,60.5,63.9,59.5,57.6,D,61.300000000000004,Good
3978,19,other,private,phd,5.3,68.5,yes,>60 min,yes,textbook,72.4,77.2,72.3,67.0,D,73.96666666666668,Good
3979,17,other,public,graduate,6.3,73.7,yes,15-30 min,no,coaching,72.6,70.0,65.4,72.8,C,69.33333333333333,Good
3980,14,other,private,no formal,6.3,82.0,yes,<15 min,no,notes,96.2,92.0,69.3,92.7,B,85.83333333333333,Excellent
3981,16,female,public,phd,0.6,55.7,yes,>60 min,no,textbook,32.8,35.3,21.7,29.4,F,29.933333333333334,Poor
3982,14,female,public,graduate,3.2,79.4,yes,30-60 min,no,mixed,41.6,56.4,73.3,60.1,D,57.1,Average
3983,18,female,private,graduate,7.0,90.7,no,15-30 min,yes,mixed,88.4,97.6,90.4,82.5,C,92.13333333333333,Excellent
3984,18,other,public,no formal,6.9,95.5,yes,30-60 min,yes,group study,86.5,78.9,84.0,84.6,C,83.13333333333334,Excellent
3985,19,male,private,diploma,5.8,95.0,no,15-30 min,no,mixed,81.8,94.8,80.0,81.2,C,85.53333333333335,Excellent
3986,16,other,private,diploma,2.8,75.9,yes,<15 min,no,online videos,35.6,36.5,42.0,45.6,E,38.03333333333333,Poor
3987,15,female,public,post graduate,6.5,95.0,yes,30-60 min,yes,notes,78.5,76.4,90.1,81.8,C,81.66666666666667,Excellent
3988,14,female,private,diploma,2.2,76.9,yes,15-30 min,yes,group study,43.2,41.7,51.9,44.5,E,45.6,Average
3989,16,other,private,diploma,2.2,53.7,yes,>60 min,no,textbook,25.3,44.0,34.2,48.0,E,34.5,Poor
3990,16,male,public,post graduate,4.5,98.7,yes,30-60 min,no,online videos,83.8,76.5,81.3,84.2,C,80.53333333333335,Excellent
3991,18,male,private,no formal,4.8,50.1,yes,>60 min,yes,notes,58.3,39.2,55.2,59.9,D,50.9,Average
3992,18,male,public,post graduate,3.1,64.3,yes,30-60 min,yes,group study,54.4,51.5,61.5,50.2,E,55.800000000000004,Average
3993,14,other,public,no formal,5.0,52.3,yes,15-30 min,yes,textbook,55.4,50.9,69.1,58.3,D,58.46666666666666,Average
3994,15,male,private,high school,5.8,77.2,yes,<15 min,no,mixed,84.3,82.7,78.9,87.0,B,81.96666666666667,Excellent
3995,17,female,private,diploma,1.9,78.4,no,>60 min,no,online videos,40.5,47.3,46.1,41.0,E,44.63333333333333,Average
3996,16,male,private,high school,2.7,81.9,no,<15 min,no,notes,33.3,43.5,57.6,51.0,E,44.800000000000004,Average
3997,14,other,private,no formal,5.7,57.0,yes,>60 min,yes,textbook,64.4,70.5,70.2,71.2,C,68.36666666666667,Good
3998,19,other,public,diploma,7.5,50.9,yes,<15 min,no,online videos,86.2,77.5,85.4,85.1,B,83.03333333333333,Excellent
3999,18,female,public,post graduate,7.1,63.3,no,30-60 min,yes,textbook,58.3,89.0,85.8,72.3,C,77.7,Good
4000,17,male,private,high school,1.5,52.6,yes,<15 min,yes,coaching,26.1,36.0,22.6,27.7,F,28.233333333333334,Poor
4001,15,female,public,high school,4.8,51.8,no,15-30 min,no,coaching,44.8,51.9,64.4,52.3,E,53.699999999999996,Average
4002,19,other,private,post graduate,6.5,63.2,yes,30-60 min,yes,mixed,60.4,69.6,80.0,69.1,D,70.0,Good
4003,14,other,public,phd,2.3,99.9,yes,30-60 min,yes,coaching,68.7,46.2,65.7,63.4,D,60.20000000000001,Good
4004,16,female,public,graduate,5.3,90.2,yes,<15 min,no,mixed,67.9,74.5,72.9,81.1,C,71.76666666666667,Good
4005,18,female,public,graduate,3.7,68.1,yes,>60 min,no,online videos,54.7,75.3,65.3,60.3,D,65.10000000000001,Good
4006,19,female,public,post graduate,5.5,68.8,yes,15-30 min,no,notes,49.4,60.5,69.3,66.5,D,59.73333333333333,Average
4007,15,male,public,no formal,0.7,96.5,yes,30-60 min,yes,textbook,48.9,52.6,37.4,54.1,E,46.300000000000004,Average
4008,17,male,private,phd,2.8,83.1,no,<15 min,yes,notes,44.3,47.6,70.5,64.6,D,54.13333333333333,Average
4009,15,other,private,diploma,2.8,91.8,yes,>60 min,no,notes,58.5,62.5,51.0,57.7,D,57.333333333333336,Average
4010,14,female,private,diploma,3.6,93.2,yes,>60 min,yes,group study,69.5,57.9,64.2,59.3,D,63.866666666666674,Good
4011,16,other,public,graduate,1.4,58.5,yes,<15 min,yes,notes,26.5,18.4,43.1,29.5,F,29.333333333333332,Poor
4012,19,female,public,phd,3.8,50.8,yes,15-30 min,yes,mixed,52.5,37.7,33.0,51.4,E,41.06666666666667,Average
4013,18,female,private,phd,4.6,63.4,yes,15-30 min,yes,textbook,58.2,87.1,56.0,66.8,D,67.10000000000001,Good
4014,16,female,private,post graduate,0.7,79.7,no,30-60 min,no,mixed,22.4,23.9,16.8,29.0,F,21.03333333333333,Poor
4015,15,other,private,diploma,2.8,95.4,no,>60 min,yes,textbook,72.1,60.6,57.6,67.6,D,63.43333333333333,Good
4016,14,male,public,no formal,1.8,65.4,yes,>60 min,no,textbook,26.0,42.3,36.3,35.1,F,34.86666666666667,Poor
4017,15,female,public,high school,7.8,92.5,yes,15-30 min,no,notes,90.3,79.2,95.6,100.0,A,88.36666666666667,Excellent
4018,14,other,private,phd,1.5,83.1,yes,30-60 min,no,coaching,25.3,61.5,30.9,46.5,E,39.23333333333333,Poor
4019,15,male,public,no formal,5.2,82.7,yes,>60 min,yes,online videos,64.2,70.1,58.8,75.3,C,64.36666666666667,Good
4020,18,male,public,diploma,3.5,85.8,no,<15 min,no,online videos,49.9,53.1,31.6,56.3,D,44.86666666666667,Average
4021,14,male,public,diploma,2.7,75.6,yes,<15 min,yes,mixed,37.1,44.9,59.7,53.8,E,47.23333333333333,Average
4022,14,female,public,post graduate,6.9,83.7,yes,30-60 min,no,mixed,86.6,88.2,81.1,88.4,B,85.3,Excellent
4023,17,male,private,diploma,5.5,89.7,yes,15-30 min,no,textbook,83.8,74.2,68.6,81.7,C,75.53333333333333,Good
4024,15,female,public,post graduate,5.2,79.5,yes,>60 min,no,notes,73.4,79.9,74.2,82.0,C,75.83333333333333,Good
4025,16,male,private,graduate,1.2,52.0,yes,>60 min,no,coaching,23.7,13.5,23.9,24.4,F,20.366666666666667,Poor
4026,14,male,private,phd,2.4,75.5,yes,15-30 min,no,coaching,49.1,55.6,48.7,54.9,E,51.13333333333333,Average
4027,15,male,public,high school,2.6,79.8,yes,>60 min,no,notes,68.6,49.9,63.0,54.6,E,60.5,Good
4028,16,other,private,post graduate,3.8,93.8,yes,>60 min,yes,online videos,60.2,78.5,80.6,77.6,C,73.1,Good
4029,18,female,public,post graduate,7.4,50.3,yes,15-30 min,no,group study,82.7,71.1,71.7,75.1,C,75.16666666666667,Good
4030,16,male,private,post graduate,3.5,52.4,yes,30-60 min,yes,online videos,59.3,72.2,44.7,56.6,D,58.73333333333333,Average
4031,17,female,private,diploma,3.0,68.4,yes,15-30 min,yes,coaching,34.3,43.2,55.9,45.5,E,44.46666666666667,Average
4032,17,other,public,high school,1.0,90.1,yes,30-60 min,no,textbook,46.1,53.7,54.0,47.5,E,51.26666666666667,Average
4033,15,other,private,graduate,3.4,74.2,yes,30-60 min,no,group study,61.8,58.9,39.5,60.3,D,53.4,Average
4034,15,other,private,phd,0.9,65.3,yes,30-60 min,yes,online videos,43.2,40.2,40.9,32.6,F,41.43333333333334,Average
4035,16,female,private,high school,3.2,84.7,yes,30-60 min,yes,coaching,59.5,51.2,62.7,57.6,D,57.800000000000004,Average
4036,14,female,public,graduate,7.8,75.2,yes,15-30 min,yes,mixed,82.4,95.9,100.0,100.0,A,92.76666666666667,Excellent
4037,18,male,private,high school,4.7,78.7,yes,30-60 min,no,notes,73.9,73.4,80.5,73.7,C,75.93333333333334,Good
4038,17,male,private,post graduate,2.1,71.4,yes,15-30 min,no,group study,57.3,29.1,53.0,50.6,E,46.46666666666667,Average
4039,15,other,private,diploma,2.7,86.3,yes,>60 min,no,group study,81.0,64.5,76.3,61.6,D,73.93333333333334,Good
